education_id,title,description,date_range,candidate_id,degrees_amt
20724,ISERJ - Instituto Superior de Educação do Rio de Janeiro,Computer Technician,2006 – 2010,11523,2
20849,Instituto Politécnico Nacional,"Ingeniero en Comunicaciones y Electrónica, Computación",2005 – 2010,11577,1
21127,Pontifícia Universidade Católica de Minas Gerais,"Graduate Studies in Distributed Software Architecture, Software Architecture",2018 – 2021,11709,3
21128,UNINASSAU,"Bachelor of Software Engineering, Software Engineering",2013 – 2017,11709,3
21129,Faculdade dos Guararapes,"Majoring in Computer Science, Ciências da Computação e Informática",2010 – 2014,11709,3
21283,Kirovgrads'kij Universitet im. Volodimira Vinnicenka,"Mathematics, physics",1996 – 2001,11792,2
21284,"School 24, Khirovograd, Ukraine",,,11792,2
21649,CAEDI,Técnico Analista de Sistemas,2006 – 2010,11954,2
21650,Universidad de Palermo,Lic. en Tecnología de la Información,2011 – 2014,11954,2
21654,IRSO Instituto Raúl Scalabrini Ortiz,Analista de sistemas,2016 – 2021,11958,3
21655,Centro de e-Learning UTN FRBA,PL SQL,2017 – 2017,11958,3
21656,Centro de e-Learning UTN FRBA,Programación en Python3,2016 – 2016,11958,3
21661,Universidade Federal do Rio Grande do Norte,"Bachelor's Degree, Computer Science",2013 – 2018,11960,2
21662,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte","Técnico em Informática, Information Technology",2009 – 2012,11960,2
21665,ESAN Business School,"Magister in Marketing, Marketing",2015 – 2017,11962,6
21666,ESIC: Business & Marketing School,"Master in Marketing Science, Marketing",2016 – 2016,11962,6
21667,Universidad de Lima,"Degree, Systems Engineering",2006 – 2010,11962,6
21668,Universidad del Pacífico (PE),"Diplomado, Finanzas Aplicadas para no Especialistas",2014 – 2014,11962,6
21669,Universidad ESAN,"Diplomado Internacional, Gestión Comercial",2013 – 2013,11962,6
21670,Universidad Corporativa Intercorp (UCIC),Diplomado en Inteligencia Comercial,2011 – 2012,11962,6
21703,Y Combinator,,2017 – 2017,11978,2
21704,Cornell University,"Bachelor of Science (BS), Operations Research & Information Engineering",,11978,2
22271,Universidad Simón Bolívar,"Ingeniero en Computación, Ingeniería informática",2006 – 2013,12230,1
21880,Colegio La Salle - Florida,Técnico electromecánico,1988 – 1993,12054,2
21881,Universidad de Buenos Aires,Licenciatura en Sistemas de Informacion de las Organizaciones,1998,12054,2
21991,Universidad de Costa Rica,"Bachelor's degree, Computer and Information Sciences, General",2004 – 2007,12106,1
22001,The University of Edinburgh,"None, Informatics",2007 – 2008,12111,3
22002,École des Mines de Saint-Étienne,"Engineer's degree, Informatics",2005 – 2008,12111,3
22003,Aux Lazaristes,"Mathematics, Physics, Chemistry",2002 – 2005,12111,3
22005,Universidad Tecnológica Nacional,"Engineer's degree, Ingeniería de software",2014 – 2020,12113,5
22006,EducacionIT,"Carrera Microsoft SQL Server, Ingeniería de software",2018 – 2018,12113,5
22007,freeCodeCamp,"Full Stack Web Development Certification, Ingeniería de software",2017 – 2018,12113,5
22008,EducacionIT,"Java SE 6 Programmer Certified Professional, Ingeniería de software",2017 – 2017,12113,5
22009,Universidad de Buenos Aires,"Bachelor's degree, Ciencias sociales",2006 – 2011,12113,5
22091,Universidade Federal do Rio Grande do Sul,"Bachelor of Engineering (B.E.), Computer Engineering",2012 – 2018,12143,2
22092,Polytech'Montpellier,"Master of Engineering - MEng, Microelectronics and Automation",2014 – 2018,12143,2
22095,FIAP,"Master of Business Administration - MBA, DevOps Engineering - Integration Architecture",2019 – 2020,12145,3
22096,Universidade Federal do Pará,"Postgraduate Degree, Computer Systems Networking and Telecommunications",February 2007 – November 2008,12145,3
22097,Universidade da Amazônia,"Bachelor's degree, Computer Science",February 2001 – November 2005,12145,3
22098,Universidad del Zulia,"Licentiate degree, Computer Science",2006 – 2013,12146,1
22099,International Business Management Institute (IBMI),"Essential Management Skills, Business",2019 – 2019,12147,5
22100,Colegio Futuro,"2001, Técnico de Processamento de Dados",2001 – 2003,12147,5
22101,Universidade Anhembi Morumbi,Sistema de Informação,2004 – 2007,12147,5
22102,Centro Universitário FMU | FIAM-FAAM,Segurança de Informação,2021 – 2023,12147,5
22103,Harvard University,"Curso Superior de Tecnologia (CST), Ciência da Computação",2020,12147,5
22104,Universidad Nacional de Cuyo,"Licenciatura en literatura con orientación lingüística, semiotica, logica, literatura, metodología de la investigación, cultura grecoromana",2006 – 2011,12148,2
22105,"Instituto Tecnológico Universitario, ITU - UNC",Redes linux,2009 – 2009,12148,2
22274,Universidad Nacional de San Martín,"Licenciatura, Administración de Empresas",2008 – 2013,12232,1
22275,Universidad de Buenos Aires / UBA,"Diseñadora gráfica, Diseño editorial",2006 – 2014,12233,2
22276,Universidad de Buenos Aires,Diseñadora Gráfica,,12233,2
22318,Autodidact,Computer Science,,12254,1
22320,Universidad Da Vinci,"Maestro , Sistemas Computacionales",2016 – 2018,12256,2
22321,"Universidad La Salle Noroeste, A.C.","Ingeniero , Producción Multimedia",2010 – 2015,12256,2
22327,Universidad Carlos III de Madrid,"Engineer's Degree, Computer sciences",2001 – 2015,12260,1
22345,Universidad Latina de Panamá,"Licenciatura, Ingeniería de sistemas",2007 – 2012,12271,1
22370,Pontificia Universidad Católica de Chile,"MSc on Engineering, Computer Science",2007 – 2008,12282,2
22371,Pontificia Universidad Católica de Chile,"Industrial Engineering and Computer Science, Industrial Engineering and Computer Science",2002 – 2008,12282,2
22382,Universidad Nacional de Colombia,"Administradora de Sistemas Informaticos, Ingeniería de software",2008 – 2013,12288,2
22383,Universidad de Caldas,Licenciatura,2010 – 2011,12288,2
23192,Cubika,eXtreme Programming (XP),2006 – 2006,12653,12
22430,Estudio Lucille Barnes,Intérprete Simultánea Portugués - Español,2013 – 2013,12311,4
22431,IASE,Asistente para PYMES,2001 – 2002,12311,4
22432,IASE,Secretaria/Asistente Ejecutiva Bilingüe,1999 – 2001,12311,4
22433,Quilmes High School,"Bachiller Nacional Bilingüe Modalizado en Ciencias y Letras, Secudario",1990 – 1994,12311,4
22439,Universidad Técnica Privada Cosmos,,,12314,1
22440,Tecnológico de Costa Rica,"Master of Science - MS, Computer Science",2019 – 2023,12315,3
22441,Tecnológico de Costa Rica,Computer Software Engineering,2012 – 2016,12315,3
22442,Humboldt Schule,High School,2005 – 2011,12315,3
22451,Universidad Autónoma del Estado de Hidalgo,"Licenciatura, Sistemas Computacionales",2011 – 2015,12320,1
22452,Universidad 'Siglo 21'​,"Ingeniería, Ingeniería de software",2014 – 2018,12321,1
23032,Universidad de Artes Digitales,"Videogame developer engineer , Videogame programming",2012 – 2015,12584,2
22122,IGTI,"MBA Data Science, Big Data",2016 – 2018,12155,2
22123,"Instituto Federal de Educação, Ciência e Tecnologia da Paraíba","Bachelor of Technology, Telematics, Information Technology, Telecomunications",2009 – 2013,12155,2
23191,Cubika,"Scrum Master, Scrum",2006 – 2006,12653,12
22661,Instituto Tecnológico de Matamoros,"Computer Systems Engineer, Computer Programming",2005 – 2009,12411,2
22662,CBTIS 189,"Computer Sciences Technician, Computer Programming",2002 – 2005,12411,2
22697,New York University,"Master's degree, Applied Urban Science and Informatics",2014 – 2015,12426,2
22698,University of Tennessee-Knoxville,"Bachelor of Science (BS), Chemical Engineering",2005 – 2010,12426,2
22796,Metropolitan State University,"Bachelor of Science (B.S.), Computer Information Technology",2011 – 2014,12474,2
22797,Saint Paul College-A Community and Technical College,"Associate of Arts (A.A.), General Studies",,12474,2
22802,Pontifícia Universidade Católica de Minas Gerais,"Sistema de informação, Informatica",2004 – 2008,12477,1
23034,Centro de Enseñanza Técnica Industrial,"Technologist, Informatics and Computing",2008 – 2012,12584,2
23190,IAAP (PMI / RES),"PMP, Project Management",2007 – 2007,12653,12
23184,Universidad de Palermo,"Diploma, Big Data & Analytics",2019 – 2019,12653,12
23185,Digital House Argentina,"Certification, AWS Cloud Architect",2019 – 2019,12653,12
23186,Universidad Centro de Altos Estudios en Ciencias Exactas,Computer Engineering,2005 – 2010,12653,12
23187,Centro Argentino de Ingenieros,"UML 2, UML 2",2012,12653,12
23188,Centro Argentino de Ingenieros,"Design Patterns, Design Patterns",2012,12653,12
23189,Centro Argentino de Ingenieros,"Testing with Java and Javascript, Testing with Java and Javascript",2011,12653,12
23193,Universidad Tecnológica Nacional,"J2EE Application Developer, Developing Applications for the J2EE Platform. Sun FJ-310.",2005 – 2005,12653,12
23194,IBM,CMMI,2004 – 2004,12653,12
23195,G & L Group,"J2EE Developer, J2EE Programming",2003 – 2003,12653,12
23718,Universidad Argentina de la Empresa,"Diseñador Gráfico, Diseño gráfico",2011 – 2016,12894,2
22909,Universidad Técnica Nacional,"Bachelor Degree, Software Engineering",2010 – 2012,12529,1
23345,Universidad de San Carlos de Guatemala,"Engineer's Degree, Computer Software Engineering",2007 – 2015,12716,2
23346,Universidad de San Carlos de Guatemala,"Bachelor's degree, Computer Engineering",,12716,2
23473,Universidad de Buenos Aires,"Actuario, Economicas",2006 – 2013,12778,3
23474,Nueva escuela de Diseño y comunicacion,"Tecnico en Artes Visuales/Bellas Artes, Artes plásticas, general",2015 – 2017,12778,3
23475,Universidad Nacional de las Artes,"Licenciatura, Curaduria en Artes",2019 – 2023,12778,3
23477,Universidad Escuela de Administración y Finanzas y Tecnologías,"Computer Systems Engineer, Computer Engineering",2008 – 2014,12780,1
23490,Universidad ORT Uruguay,Software Engineer,2009 – 2015,12787,3
23491,Christian Brothers College - Uruguay,Engineering Bachelor,1994 – 2006,12787,3
23492,University of Cambridge,,2004 – 2004,12787,3
23508,Universidad Tecnológica Nacional,"Especialista en Big Data con Apache Hadoop, Big Data",2018 – 2018,12800,17
23509,UniMooc,Big Data para Aplicaciones de Negocios,2018 – 2018,12800,17
23510,Club UNESCO,Emprendimiento en Industrias Culturales y Creativas,2015 – 2015,12800,17
23511,IAB Spain,Curso Marketing Digital,2015 – 2015,12800,17
23512,Instituto de Economía Internacional,Lean Startup: Desarrollo de modelo de negocio,2015 – 2015,12800,17
23513,MongoDB University,M102: MongoDB for DBAs,2015 – 2015,12800,17
23514,MongoDB University,M202: MongoDB Advanced Deployment and Operations,2015 – 2015,12800,17
23515,Symantec,Veritas Storage Foundation for Unix,2010 – 2010,12800,17
23516,Instituto Universitario Aeronáutico,"Degree, System Analyst",2001 – 2005,12800,17
23517,Instituto Universitario Aeronáutico,"Engineer, System",2001 – 2005,12800,17
23518,HP Enterprise Serivce,HP-UX System and Network Administration for Experienced UNIX System Administrators,2011,12800,17
23519,Club UNESCO,Emprendimiento en Industrias Culturales y Creativas,,12800,17
23520,Instituto de Economia Internacional,Lean Startup: Desarrollo de modelos de negocio,,12800,17
23521,Passport,Portugues,,12800,17
23522,Universidad Católica de Córdoba,Business Intelligence,,12800,17
23523,Universidad Nacional de Córdoba,English,,12800,17
23548,Universidad Simón Bolívar,"BS, Ingénieur Informatique",2009 – 2015,12813,2
23549,Télécom SudParis,"MEng, Computer Engineering",2013 – 2014,12813,2
23551,IP CIISA,Ingeniero de Ejecución en Computación e Informática,,12815,1
23552,Pontificia Universidad Católica del Perú,"Engineer's degree, Ingeniería informática",,12816,2
23553,CodeSchool,,2013,12816,2
23714,Universidad de Buenos Aires,Ingeniería informática,,12892,1
23584,Universidad Nacional de La Matanza,"Ingeniero en Informática, Ingeniería informática",2008 – 2015,12831,1
23647,NovaUniversitas,"Licenciatura, Informática",2010 – 2015,12868,2
23648,Centro de Bachillerato Tecnológico Industrial y de servicios N° 150,"Tecnico, Informática",2008 – 2010,12868,2
23719,Universidad Internacional de Permacult,Curso de Diseño de Permacultura,2020 – 2020,12894,2
23731,National University of Technology,"Information Systems Engineering, Software Engineering",2011 – 2017,12900,2
23732,Pio IX high school,"IT oriented high school degree, Software oriented high school degree",2006 – 2010,12900,2
23733,Instituto Tecnológico de Buenos Aires,"Post-Graduate course, Data mining and AI post-graduate course.",2017 – 2017,12901,4
23734,"Universidad Austral, Buenos Aires",Software Engineer,2007 – 2013,12901,4
23735,University of Illinois at Chicago,"Computer Science, Especialization in Video Game Design and haptics technology.",2012 – 2012,12901,4
23736,Colegio Cardenal Newman,"Bachiller Bilingüe, Polimodal Ciencias Economicas",1995 – 2006,12901,4
23737,University of Buenos Aires,"Licenciado en analisis de sistemas, Information Technology",2002 – 2015,12902,1
23833,Universidad Nacional de La Plata,Analista programador universitario,2005 – 2011,12944,1
23913,Universidad Nacional de Tres de Febrero,"Licenciado en Artes Electrónicas, Arte, diseño y videojuegos",2006 – 2011,12983,2
23914,Image Campus,"Seminario profesional de Game Art, Arte en videojuegos",2011 – 2011,12983,2
24580,Worcester State University,"Bachelor of Science (B.S.), Computer Science",2006 – 2009,13267,2
24121,Universidad de Buenos Aires / UBA,"Diseñador Grafico, Diseño Grafico",2006 – 2014,13074,3
24122,Universidad Tecnológica Nacional,"Diplomatura en Accesibilidad y Usabilidad Web, UX",2017 – 2017,13074,3
24123,EducacionIT,"Carrera UI/UX, Usabilidad, accesibilidad, contenido y arquitectura, etc",2016 – 2017,13074,3
24155,Universidad de Buenos Aires,Lic. en Ciencias de la Computación - Cs. Exactas - UBA,2006 – 2013,13091,1
24308,Universidad Tecnológica Nacional,"System Engineering, System Engineering",1999 – 2004,13152,2
24309,Instituto San Roque,"Perito Mercantil con Orientacion Informatica, Business/Commerce, General",1989 – 1997,13152,2
24581,"University of Massachusetts, Amherst",Computer Science,2004 – 2006,13267,2
24651,Universidade Federal do Paraná,"Bachelor’s Degree, Civil Engineering",2012 – 2018,13298,3
24652,University of Wisconsin-Madison,"Visiting International Student, Civil Engineering",2015 – 2016,13298,3
24653,Instituto de Controle do Espaço Aéreo,Certificate in Air Traffic Control,2013 – 2013,13298,3
25005,Universidad Tecnológica Nacional,Técnico Superior en Telecomunicaciones,2015 – 2017,13449,1
24765,LEARN Academy,"Web Developer, Full Stack Ruby on Rails with React",2018 – 2018,13349,4
24766,"University of California, Santa Barbara","Bachelor's Degree, Biochemistry and Molecular Biology",2008 – 2012,13349,4
24767,Santa Barbara Body Therapy Institute,"Certified Massage Therapist, Massage Therapy/Therapeutic Massage",2013 – 2013,13349,4
